link_id,evidence_ref,target_object_type,target_object_id,evidence_use,confidence,quote_or_summary,source_id,notes
EVLINK_0124,EQ_PMC7438789_01,background_only,,background_only,high,Clinical NIRS monitoring in neonates. NOT functional fNIRS brain imaging.,SRC_PMC7438789,From risk_register.RSK_PMC7438789_01
EVLINK_0125,EQ_PMC7454961_01,background_only,,background_only,high,Clinical NIRS monitoring in cardiac arrest. NOT functional fNIRS brain imaging.,SRC_PMC7454961,From risk_register.RSK_PMC7454961_01
EVLINK_0126,EQ_PMC7952449_01,background_only,,background_only,high,Clinical NIRS monitoring in preterm infants. NOT functional fNIRS brain imaging.,SRC_PMC7952449,From risk_register.RSK_PMC7952449_01
EVLINK_0127,EQ_PMC9312707_01,background_only,,background_only,high,Muscle NIRS in exercise clinical trials. NOT functional brain fNIRS.,SRC_PMC9312707,From risk_register.RSK_PMC9312707_01
EVLINK_0128,EQ_PMC10202983_01,background_only,,background_only,high,Clinical NIRS monitoring in death determination. NOT functional fNIRS brain imaging.,SRC_PMC10202983,From risk_register.RSK_PMC10202983_01
EVLINK_0129,EQ_PMC11027033_01,background_only,,background_only,high,Clinical NIRS monitoring in HIE neonates during hypothermia. NOT functional fNIRS brain imaging.,SRC_PMC11027033,From risk_register.RSK_PMC11027033_01
EVLINK_0130,EQ_PMC9815777_01,background_only,,background_only,high,"This review finds that odor induced cortical activation is dependent on multiple factors, such as odorant type, gender and population type.",SRC_PMC9815777,From results_claims.CLM_PMC9815777_01
EVLINK_0131,EQ_PMC9815777_02,background_only,ATOM_data_import,background_only,high,"This review also finds that there is room for improvement in areas such as participant diversity, use of wearable fNIRS systems, physiological monitoring and multi-distance channels.",SRC_PMC9815777,From results_claims.CLM_PMC9815777_02
EVLINK_0132,EQ_PMC9815777_03,background_only,,background_only,high,"fNIRS coverage heavily favored the prefrontal cortex, temporal and parietal regions.",SRC_PMC9815777,From risk_register.RSK_PMC9815777_02
EVLINK_0133,EQ_PMC9047047_01,background_only,,background_only,high,No studies investigating NIRS and ONSD outside the ICU were found.,SRC_PMC9047047,From results_claims.CLM_PMC9047047_01
EVLINK_0134,EQ_PMC8851356_01,background_only,ATOM_mbll_conversion,background_only,high,"fNIRS showed distinct developmental trajectories in functional connectivity and regional oxyhemoglobin concentrations in high-risk infants, correlated with core ASD symptoms.",SRC_PMC8851356,From results_claims.CLM_PMC8851356_01
EVLINK_0135,EQ_PMC8414570_01,background_only,,background_only,high,Three studies found no effect of HbF on cerebral tissue oxygenation. One peripheral NIRS study found a positive correlation between HbF and peripheral fractional oxygen extraction.,SRC_PMC8414570,From results_claims.CLM_PMC8414570_01
EVLINK_0136,EQ_PMC8058208_01,background_only,,background_only,high,The effects of tDCS on cognitive performance and fNIRS metrics are most prominent in young healthy adults and appear to become less robust with increasing age.,SRC_PMC8058208,From results_claims.CLM_PMC8058208_01
EVLINK_0137,EQ_PMC12777921_01,background_only,,background_only,medium,Cochrane review of cerebral NIRS monitoring in very preterm infants. Update of 2017 review.,SRC_PMC12777921,From results_claims.CLM_PMC12777921_01
EVLINK_0138,EQ_PMC12821684_01,background_only,ATOM_mbll_conversion,background_only,high,"fNIRS operates on the principle of neurovascular coupling, measuring hemodynamic changes (HbO/HbR) in the cortex that peak 6–8 s after stimulation.",SRC_PMC12821684,From results_claims.CLM_PMC12821684_01
EVLINK_0139,EQ_PMC12731443_01,background_only,,background_only,high,The delirium group had a lower mean baseline rSO2 value.,SRC_PMC12731443,From results_claims.CLM_PMC12731443_01
EVLINK_0140,EQ_PMC12717444_01,background_only,,background_only,medium,Review of Intercerebral autoregulation index consistency.,SRC_PMC12717444,From results_claims.CLM_PMC12717444_01
EVLINK_0141,EQ_PMC12500479_01,background_only,,background_only,high,CrSO2 rising from 36-37% at one minute to 52-84% by seven to 15 minutes in preterm neonates.,SRC_PMC12500479,From results_claims.CLM_PMC12500479_01
EVLINK_0142,EQ_PMC12384336_01,background_only,,background_only,high,Not about fNIRS. EEG-focused review.,SRC_PMC12384336,From results_claims.CLM_PMC12384336_01
EVLINK_0143,EQ_PMC12134447_01,background_only,,background_only,high,"Preliminary observations suggest greater magnitude, extent, and ipsilateral hemispheric lateralization of sensorimotor cortex activity in CP.",SRC_PMC12134447,From results_claims.CLM_PMC12134447_01
EVLINK_0144,EQ_PMC10146120_01,background_only,,background_only,high,"When the intracerebral perfusion was altered, the correlations between Hb concentrations and intracerebral reference technique measurements ranged between |r| = 0.45–0.88.",SRC_PMC10146120,From results_claims.CLM_PMC10146120_01
EVLINK_0145,EQ_PMC9780687_01,background_only,ATOM_mbll_conversion,background_only,high,"Our review revealed five general practices for reporting fNIRS chromophores: (1) HbO only, (2) HbR only, (3) HbO and HbR, (4) correlation-based signal improvement, and (5) either the total (HbT) or di",SRC_PMC9780687,From results_claims.CLM_PMC9780687_01
EVLINK_0146,EQ_PMC9335366_01,background_only,,background_only,high,"Much of the literature supported a positive linear relationship between changes in CW-NIRS based metrics, particularly regional cerebral oxygen saturation (rSO2), and changes in CBF.",SRC_PMC9335366,From results_claims.CLM_PMC9335366_01
EVLINK_0147,EQ_PMC7315225_01,background_only,ATOM_first_level_glm,background_only,high,"At rest, an overall increase in cortical activation was observed in fNIRS responses at the site of stimulation. Conversely, during tasks, reduced cortical activation was observed during online stimula",SRC_PMC7315225,From results_claims.CLM_PMC7315225_01
EVLINK_0148,EQ_PMC6953699_01,background_only,,background_only,high,"The hybrid algorithm corrected 94% of the artifacts produced by JM, and it did not lead to spurious responses in the data.",SRC_PMC6953699,From results_claims.CLM_PMC6953699_01
EVLINK_0150,EQ_PMC11048695_01,background_only,,background_only,medium,Review of Remote wearable neuroimaging devices.,SRC_PMC11048695,From results_claims.CLM_PMC11048695_01
EVLINK_0151,EQ_PMC10863935_01,background_only,,background_only,medium,Review of Skin pigmentation impact on NIRS.,SRC_PMC10863935,From results_claims.CLM_PMC10863935_01
EVLINK_0152,EQ_PMC9442204_01,background_only,,background_only,medium,Review of NIRS cerebral oxygenation in pediatric CHD.,SRC_PMC9442204,From results_claims.CLM_PMC9442204_01
EVLINK_0153,EQ_PMC13031484_01,background_only,,background_only,medium,Review of Light propagation simulations in head tissues.,SRC_PMC13031484,From results_claims.CLM_PMC13031484_01
EVLINK_0154,EQ_PMC12877426_01,background_only,,background_only,high,"On average, signal quality improved by 50%, with the greatest improvements in anterior regions.",SRC_PMC12877426,From results_claims.CLM_PMC12877426_01
EVLINK_0155,EQ_PMC10277131_01,background_only,,background_only,medium,Protocol for systematic review of NIRS diagnostic accuracy for PV-IVH.,SRC_PMC10277131,From results_claims.CLM_PMC10277131_01
EVLINK_0156,EQ_PMC13102829_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC13102829,From results_claims.CLM_PMC13102829_01
EVLINK_0157,EQ_PMC8564674_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC8564674,From results_claims.CLM_PMC8564674_01
EVLINK_0158,EQ_PMC7586414_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC7586414,From results_claims.CLM_PMC7586414_01
EVLINK_0159,EQ_PMC7506757_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC7506757,From results_claims.CLM_PMC7506757_01
EVLINK_0160,EQ_PMC7139562_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC7139562,From results_claims.CLM_PMC7139562_01
EVLINK_0161,EQ_PMC6866983_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC6866983,From results_claims.CLM_PMC6866983_01
EVLINK_0162,EQ_PMC10297241_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC10297241,From results_claims.CLM_PMC10297241_01
EVLINK_0163,EQ_PMC9163532_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC9163532,From results_claims.CLM_PMC9163532_01
EVLINK_0164,EQ_PMC12942210_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC12942210,From results_claims.CLM_PMC12942210_01
EVLINK_0165,EQ_PMC12565398_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC12565398,From results_claims.CLM_PMC12565398_01
EVLINK_0166,EQ_PMC12563692_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC12563692,From results_claims.CLM_PMC12563692_01
EVLINK_0167,EQ_PMC12527594_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC12527594,From results_claims.CLM_PMC12527594_01
EVLINK_0168,EQ_PMC12329493_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC12329493,From results_claims.CLM_PMC12329493_01
EVLINK_0169,EQ_PMC11793855_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC11793855,From results_claims.CLM_PMC11793855_01
EVLINK_0170,EQ_PMC11592962_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC11592962,From results_claims.CLM_PMC11592962_01
EVLINK_0171,EQ_PMC11566259_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC11566259,From results_claims.CLM_PMC11566259_01
EVLINK_0172,EQ_PMC10856314_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC10856314,From results_claims.CLM_PMC10856314_01
EVLINK_0173,EQ_PMC10576530_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC10576530,From results_claims.CLM_PMC10576530_01
EVLINK_0174,EQ_PMC9062216_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC9062216,From results_claims.CLM_PMC9062216_01
EVLINK_0175,EQ_PMC8891065_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC8891065,From results_claims.CLM_PMC8891065_01
EVLINK_0176,EQ_PMC8062863_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC8062863,From results_claims.CLM_PMC8062863_01
EVLINK_0177,EQ_PMC7946992_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC7946992,From results_claims.CLM_PMC7946992_01
EVLINK_0178,EQ_PMC7865258_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC7865258,From results_claims.CLM_PMC7865258_01
EVLINK_0179,EQ_PMC7744464_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC7744464,From results_claims.CLM_PMC7744464_01
EVLINK_0180,EQ_PMC6438879_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC6438879,From results_claims.CLM_PMC6438879_01
EVLINK_0181,EQ_PMC5363470_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC5363470,From results_claims.CLM_PMC5363470_01
EVLINK_0182,EQ_PMC3800185_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC3800185,From results_claims.CLM_PMC3800185_01
EVLINK_0183,EQ_PMC3678374_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC3678374,From results_claims.CLM_PMC3678374_01
EVLINK_0184,EQ_PMC11258506_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC11258506,From results_claims.CLM_PMC11258506_01
EVLINK_0185,EQ_PMC11154537_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC11154537,From results_claims.CLM_PMC11154537_01
EVLINK_0186,EQ_PMC10604223_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC10604223,From results_claims.CLM_PMC10604223_01
EVLINK_0187,EQ_PMC10514737_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC10514737,From results_claims.CLM_PMC10514737_01
EVLINK_0188,EQ_PMC10460757_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC10460757,From results_claims.CLM_PMC10460757_01
EVLINK_0189,EQ_PMC10394887_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC10394887,From results_claims.CLM_PMC10394887_01
EVLINK_0190,EQ_PMC9832127_01,background_only,,background_only,low,Metadata only extraction.,SRC_PMC9832127,From results_claims.CLM_PMC9832127_01
